"NumberObject";"LESHOS";"LESNICH";"KZAS";"KV";"ADMR";"AKT";"FIRMA";"EX";"VYDEL";"PL";"KZM_M1";"OZU";"POR_M3";"BON";"TL";"TUM";"GRV";"ZAPV";"XOZS";"VOZRR";"KLVOZR";"XMER1";"XMER1P";"SUX";"XMER2";"POR_M2";"GOD_R";"PNI_W";"PNI_C";"DM";"NE2A";"PTK2";"PTK1";"TIP_M3";"ZAXLO";"ZAXLL";"OPT";"PTG";"MAPINFO_ID";"XMER3";"EKS";"KRUT";"LFLAG"
1308;21;1;"131802";72;"522";"14";"1";"21";20;18,00;1108;0;100100;"2";"ÌØ";"À2";3;"40";"1";"29";"3";1605;5;"10";0;;;;;;;;;;;;;7;79568;0;;;1
1309;21;1;"131802";72;"522";"14";"1";"21";21;2,00;1101;403;100100;"1";"×ÅÐ";"Â3";4;"6";"1";"29";"4";0;0;;0;;;;;;;;;;;;;12;79569;0;;;1
1310;21;1;"131802";72;"522";"14";"1";"21";22;2,00;2305;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;79570;0;;;1
1311;21;1;"131802";72;"522";"14";"1";"21";23;2,00;2310;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;79571;0;;;1
1312;21;1;"131802";73;"522";"14";"1";"21";1;17,00;1108;0;100100;"2";"ÌØ";"À2";5;"46";"1";"29";"5";0;0;;0;;;;;;;;;;;;;7;79572;0;;;1
1313;21;1;"131802";73;"522";"14";"1";"21";2;133,00;1108;0;100100;"1";"ÌØ";"À2";5;"452";"1";"29";"5";0;0;;0;;;;;;;;;;;;;7;79573;0;;;1
1314;21;1;"131802";73;"522";"14";"1";"21";3;42,00;1108;0;100100;"1";"ÎÐ";"Â2";5;"160";"1";"29";"5";0;0;;0;;;;;;;;;;;;;8;79574;0;;;1
1315;21;1;"131802";73;"522";"14";"1";"21";4;73,00;1108;0;100100;"1";"ÌØ";"À2";5;"263";"1";"29";"5";0;0;;0;;;;;;;;;;;;;7;79575;0;;;1
1316;21;1;"131802";73;"522";"14";"1";"21";5;6,00;1101;0;100200;"1";"ÏÀÏ";"Ñ4";5;"17";"3";"29";"5";0;0;"5";0;;;;;;;;;;;;;30;79576;0;;;1
1317;21;1;"131802";73;"522";"14";"1";"21";6;2,00;2305;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;79577;0;;;1
1318;21;1;"131802";73;"522";"14";"1";"21";7;4,00;2310;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;79578;0;;;1
1319;21;1;"131802";74;"522";"14";"1";"21";1;51,00;1108;0;100100;"1";"ÌØ";"À2";4;"184";"1";"29";"4";1435;15;"10";0;;;;;;;;;;;;;7;79579;0;;;1
1320;21;1;"131802";74;"522";"14";"1";"21";2;32,00;1108;0;100100;"1";"ÌØ";"À2";4;"86";"1";"29";"4";0;0;"5";0;;;;;;;;;;;;;7;79580;0;;;1
1321;21;1;"131802";74;"522";"14";"1";"21";3;172,00;1108;0;100100;"1";"ÌØ";"À2";4;"654";"1";"29";"4";1435;15;"10";0;;;;;;;;;;;;;7;79581;0;;;1
1322;21;1;"131802";74;"522";"14";"1";"21";4;4,00;2310;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;79582;0;;;1
1323;21;1;"131802";75;"522";"14";"1";"21";1;24,00;1101;0;100100;"1";"ÌØ";"À2";5;"72";"1";"29";"5";0;0;;0;;;;;;;;;;;;;7;79583;0;;;1
1324;21;1;"131802";75;"522";"14";"1";"21";2;15,00;1108;0;100100;"1";"ÌØ";"À2";1;"9";"1";"29";"1";1425;15;;0;;;;;;;;;;;;;7;79584;0;;;1
1325;21;1;"131802";75;"522";"14";"1";"21";3;49,00;1101;0;100100;"1";"ÌØ";"À2";5;"186";"1";"29";"5";0;0;"5";0;;;;;;;;;;;;;7;79585;0;;;1
1326;21;1;"131802";75;"522";"14";"1";"21";4;99,00;1101;0;100100;"1";"ÎÐ";"Â2";5;"396";"1";"29";"5";0;0;;0;;;;;;;;;;;;;9;79586;0;;;1
1327;21;1;"131802";75;"522";"14";"1";"21";5;50,00;1101;0;100100;"2";"ÌØ";"À2";6;"180";"1";"29";"6";1265;15;;3271;;;;;;;;;;;;;7;79587;0;;;1
1328;21;1;"131802";75;"522";"14";"1";"21";6;4,00;2310;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;79588;0;;;1
1329;21;1;"131802";76;"522";"14";"1";"21";1;24,00;1108;0;100100;"1";"ÌØ";"À2";1;"10";"1";"29";"1";0;0;;0;;;;;;;;;;;;;7;79589;0;;;1
1330;21;1;"131802";76;"522";"14";"1";"21";2;159,00;1108;373;100100;"1";"ÌØ";"À2";5;"636";"1";"29";"5";0;0;;0;;;;;;;;;;"10";"8";;7;79590;0;;;1
1331;21;1;"131802";76;"522";"14";"1";"21";3;2,00;1108;393;100100;"1";"ÌØ";"À2";5;"7";"1";"29";"5";0;0;"10";0;;;;;;;;;;;;;7;79591;0;;;1
1332;21;1;"131802";76;"522";"14";"1";"21";4;37,00;1108;0;100100;"1";"ÌØ";"À2";1;"11";"1";"29";"1";0;0;;0;;;;;;;;;;;;;7;79592;0;;;1
1333;21;1;"131802";76;"522";"14";"1";"21";5;2,00;2305;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;79593;0;;;1
1334;21;1;"131802";76;"522";"14";"1";"21";6;2,00;2310;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;79594;0;;;1
1335;21;1;"131802";76;"522";"14";"1";"21";7;16,00;1108;373;100100;"1";"ÌØ";"À2";5;"64";"1";"29";"5";1621;0;;0;;;;;;;;;;"10";"8";;7;79595;0;;;1
1336;21;1;"131802";76;"522";"14";"1";"21";8;2,00;2310;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;79596;0;;;1
1337;21;1;"131802";77;"522";"14";"1";"21";1;22,00;1108;0;100100;"1";"ÌØ";"À2";5;"68";"1";"29";"5";0;0;;0;;;;;;;;;;;;;7;79597;0;;;1
1338;21;1;"131802";77;"522";"14";"1";"21";2;137,00;1108;0;100100;"1";"ÌØ";"À2";5;"480";"1";"29";"5";1621;0;;0;;;;;;;;;;"10";"8";;7;79598;0;;;1
1339;21;1;"131802";77;"522";"14";"1";"21";3;53,00;1108;0;100100;"1À";"ÎÐ";"Â2";5;"249";"1";"29";"5";0;0;;0;;;;;;;;;;;;;9;79599;0;;;1
1340;21;1;"131802";77;"522";"14";"1";"21";4;3,00;2310;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;79600;0;;;1
1341;21;1;"131802";77;"522";"14";"1";"21";5;44,00;1108;0;100100;"1";"ÌØ";"À2";5;"154";"1";"29";"5";1621;0;;0;;;;;;;;;;"10";"8";;7;79601;0;;;1
1342;21;1;"131802";77;"522";"14";"1";"21";6;1,00;2310;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;79602;0;;;1
1343;21;1;"131802";78;"522";"14";"1";"21";1;109,00;1108;0;100100;"1";"ÎÐ";"Â2";5;"414";"1";"29";"5";1621;0;;0;;;;;;;;;;"10";"8";;9;79603;0;;;1
1344;21;1;"131802";78;"522";"14";"1";"21";2;101,00;1101;0;100100;"1";"ÎÐ";"Â2";4;"313";"1";"29";"4";0;0;;0;;;;;;;;;;;;;9;79604;0;;;1
1345;21;1;"131802";78;"522";"14";"1";"21";3;43,00;1101;0;100100;"1À";"ÎÐ";"Â2";4;"159";"1";"29";"4";0;0;;0;;;;;;;;;;;;;9;79605;0;;;1
1346;21;1;"131802";78;"522";"14";"1";"21";4;65,00;1108;0;100100;"1";"ÎÐ";"Â2";5;"234";"1";"29";"5";1605;5;;0;;;;;;;;;;;;;9;79606;0;;;1
1347;21;1;"131802";78;"522";"14";"1";"21";5;6,00;1101;0;100100;"1";"ÎÐ";"Â2";5;"22";"1";"29";"5";0;0;;0;;;;;;;;;;;;;9;79607;0;;;1
1348;21;1;"131802";78;"522";"14";"1";"21";6;25,00;1108;0;100100;"1";"ÎÐ";"Â2";1;"8";"1";"29";"1";0;0;;0;;;;;;;;;;;;;9;79608;0;;;1
1349;21;1;"131802";78;"522";"14";"1";"21";7;31,00;1108;0;100100;"1";"ÌØ";"À2";1;"11";"1";"29";"1";0;0;;0;;;;;;;;;;;;;7;79609;0;;;1
1350;21;1;"131802";78;"522";"14";"1";"21";8;3,00;2305;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;79610;0;;;1
1351;21;1;"131802";78;"522";"14";"1";"21";9;5,00;2310;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;79611;0;;;1
1352;21;1;"131802";79;"522";"14";"1";"21";1;15,00;1101;403;304000;"1";"ÑÍ";"Ä3";4;"20";"15";"43";"3";0;0;;0;"202000";;;;;;;;;;;;24;79612;0;;;1
1353;21;1;"131802";79;"522";"14";"1";"21";2;1,00;2517;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;79613;0;;;1
1354;21;1;"131802";79;"522";"14";"1";"21";3;1,00;2517;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;79614;0;;;1
1355;21;1;"131802";79;"522";"14";"1";"21";4;27,00;1101;403;100200;"1";"ÊÈÑ";"Ä2";4;"62";"3";"29";"4";1842;0;;0;;;;;;;;;;;;;23;79615;0;;;1
1356;21;1;"131802";79;"522";"14";"1";"21";5;7,00;1101;403;304110;"1";"ÏÀÏ";"Ñ4";3;"9";"16";"37";"3";0;0;;0;;;;;;;;;;;;;31;79616;0;;;1
1357;21;1;"131802";79;"522";"14";"1";"21";6;3,00;1101;403;304000;"1";"ÊÈÑ";"Ä2";6;"8";"15";"43";"6";0;0;;0;"100200";;;;;;;;;;;;23;79617;0;;;1
1358;21;1;"131802";79;"522";"14";"1";"21";7;12,00;1101;403;100200;"1";"ÊÈÑ";"Ä2";4;"35";"3";"29";"4";0;0;;0;;;;;;;;;;;;;23;79618;0;;;1
1359;21;1;"131802";79;"522";"14";"1";"21";8;6,00;1108;403;100100;"1";"ÊÈÑ";"Ñ2";1;"1";"1";"29";"1";0;0;;0;;;;;;;;;;;;;23;79619;0;;;1
1360;21;1;"131802";79;"522";"14";"1";"21";9;2,00;1101;403;302600;"1";"ÎÐ";"Â2";4;"5";"14";"35";"6";0;0;;0;"100200";;;;;;;;;;;;23;79620;0;;;1
1361;21;1;"131802";79;"522";"14";"1";"21";10;8,00;1108;403;100100;"1";"ÎÐ";"Â2";1;"1";"1";"29";"1";0;0;;0;;;;;;;;;;;;;23;79621;0;;;1
1362;21;1;"131802";79;"522";"14";"1";"21";11;3,00;1201;403;100100;"1";"ÎÐ";"Â2";0;;"1";"29";;0;0;;0;;;;;;;;;;;;;23;79622;0;;;1
1363;21;1;"131802";79;"522";"14";"1";"21";12;10,00;1101;403;100200;"1";"ÊÈÑ";"Ä2";4;"26";"3";"29";"4";0;0;;0;;;;;;;;;;;;;23;79623;0;;;1
1364;21;1;"131802";79;"522";"14";"1";"21";13;8,00;1101;403;304110;"1";"ÊÈÑ";"Ä2";6;"24";"16";"37";"7";0;0;;0;"100200";;;;;;;;;;;;23;79624;0;;;1
1365;21;1;"131802";79;"522";"14";"1";"21";14;2,00;1101;403;304110;"1";"ÊÈÑ";"Ä2";1;"1";"16";"37";"1";0;0;;0;"100200";;;;;;;;;;;;23;79625;0;;;1
1366;21;1;"131802";79;"522";"14";"1";"21";15;16,00;1101;403;304110;"1";"ÊÐ";"Ä4";3;"35";"16";"37";"3";1431;15;;1470;;;;;;;;;;;;;41;79626;0;;;1
1367;21;1;"131802";79;"522";"14";"1";"21";16;7,00;2507;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;79627;0;;;1
1368;21;1;"131802";79;"522";"14";"1";"21";17;1,00;2112;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;79628;0;;;1
1369;21;1;"131802";79;"522";"14";"1";"21";18;11,00;1101;0;304110;"1";"ÊÐ";"Ä4";6;"35";"16";"37";"7";1211;0;"10";3285;;;;;;;;;;"10";;;41;79629;0;;;1
1370;21;1;"131802";79;"522";"14";"1";"21";19;10,00;1101;403;202400;"2";"ÑÍ";"Ä3";3;"10";"9";"25";"3";0;0;;0;;;;;;;;;;;;;24;79630;0;;;1
1371;21;1;"131802";79;"522";"14";"1";"21";20;40,00;1108;403;202000;"1";"ÊÈÑ";"Ä2";3;"96";"6";"25";"4";1621;0;;0;;;;;;;;;;"20";"15";;23;79631;0;;;1
1372;21;1;"131802";79;"522";"14";"1";"21";21;112,00;1101;0;202400;"2";"ÑÍ";"Ä3";3;"112";"9";"25";"3";0;0;;0;;;;;;;;;;;;;24;79632;0;;;1
1373;21;1;"131802";79;"522";"14";"1";"21";22;11,00;1101;0;304110;"1";"ÊÐ";"Ä4";3;"19";"16";"37";"3";0;0;;0;;;;;;;;;;;;;41;79633;0;;;1
1374;21;1;"131802";79;"522";"14";"1";"21";23;45,00;1101;0;304000;"1À";"ÑÍ";"Ä3";7;"108";"15";"43";"8";1227;0;;3271;"202400";;;;;"1";;;;;;;24;79634;0;;;1
1375;21;1;"131802";79;"522";"14";"1";"21";24;17,00;1101;0;202400;"2";"ÊÈÑ";"Ä2";3;"17";"9";"25";"3";0;0;;0;;;;;;;;;;;;;23;79635;0;;;1
1376;21;1;"131802";79;"522";"14";"1";"21";25;18,00;1101;0;202400;"2";"ÊÈÑ";"Ä2";3;"18";"9";"25";"3";0;0;;0;;;;;;;;;;;;;23;79636;0;;;1
1377;21;1;"131802";79;"522";"14";"1";"21";26;6,00;1101;0;304000;"1À";"ÊÈÑ";"Ä2";7;"21";"15";"43";"8";1211;0;;3211;"100200";;;;;;;;;;;;23;79637;0;;;1
1378;21;1;"131802";79;"522";"14";"1";"21";27;6,00;1101;0;304000;"1À";"ÊÈÑ";"Ä2";7;"24";"15";"43";"8";1211;0;;3211;"100200";;;;;;;;;;;;23;79638;0;;;1
1379;21;1;"131802";79;"522";"14";"1";"21";28;9,00;1101;0;100100;"1";"ÊÈÑ";"Ñ2";6;"36";"1";"29";"7";1211;0;;3211;;;;;;;;;;;;;23;79639;0;;;1
1380;21;1;"131802";79;"522";"14";"1";"21";29;2,00;2113;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;79640;0;;;1
1381;21;1;"120800";80;"522";"14";"1";"21";8;34,00;1108;0;202000;"1";"ÊÈÑ";"Ä2";3;"78";"6";"25";"4";0;0;;0;;;;;;;;;;"5";;;23;79641;0;;;1
1382;21;1;"120800";80;"522";"14";"1";"21";9;2,00;1108;0;100200;"1";"ÊÈÑ";"Ä2";1;"1";"3";"29";"1";0;0;;0;;;;;;;;;;;;;23;79642;0;;;1
1383;21;1;"120800";80;"522";"14";"1";"21";10;3,00;1108;183;100200;"1";"ÊÈÑ";"Ä2";1;;"3";"29";"1";0;0;;0;;;;;;;;;;;;;23;79643;0;;;1
1384;21;1;"120800";80;"522";"14";"1";"21";11;3,00;1108;0;304300;"1";"ÊÈÑ";"Ä2";6;"9";"19";"43";"6";0;0;;0;"100200";;;;;;;;;;;;23;79644;0;;;1
1385;21;1;"120800";80;"522";"14";"1";"21";12;1,00;1108;0;100200;"1";"ÊÈÑ";"Ä2";1;;"3";"29";"1";0;0;;0;;;;;;;;;;;;;23;79645;0;;;1
1386;21;1;"120800";80;"522";"14";"1";"21";13;4,00;1108;183;100200;"1";"ÊÈÑ";"Ä2";1;"1";"3";"29";"1";0;0;;0;;;;;;;;;;;;;23;79646;0;;;1
1387;21;1;"120800";80;"522";"14";"1";"21";14;4,00;1101;0;304110;"1";"ÑÍ";"Ä3";6;"7";"16";"37";"7";0;0;"10";0;"202300";;;;;;;;;"10";;;24;79647;0;;;1
1388;21;1;"120800";80;"522";"14";"1";"21";15;17,00;1101;0;202300;"1";"ÑÍ";"Ä3";3;"34";"8";"25";"4";1621;0;"10";0;;;;;;;;;;"30";"20";;24;79648;0;;;1
1389;21;1;"120800";80;"522";"14";"1";"21";16;5,00;1101;0;202300;"1";"ÑÍ";"Ä3";3;"10";"8";"25";"4";1621;0;"10";0;;;;;;;;;;"20";"10";;24;79649;0;;;1
1390;21;1;"120800";80;"522";"14";"1";"21";17;3,00;1108;183;202000;"1";"ÑÍ";"Ä3";3;"7";"6";"25";"4";0;0;;0;;;;;;;;;;;;;24;79650;0;;;1
1391;21;1;"120800";80;"522";"14";"1";"21";18;4,00;1101;183;304000;"1";"ÑÍ";"Ä3";4;"4";"15";"43";"3";0;0;;0;"202300";;;;;;;;;;;;24;79651;0;;;1
1392;21;1;"120800";80;"522";"14";"1";"21";19;1,00;2310;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;79652;0;;;1
1393;21;1;"120800";80;"522";"14";"1";"21";21;1,00;1101;183;202300;"1";"ÑÍ";"Ä3";3;"2";"8";"25";"4";1621;0;;0;;;;;;;;;;"30";"20";;24;79653;0;;;1
1394;21;1;"120800";80;"522";"14";"1";"21";22;5,00;1108;0;202000;"1";"ÊÈÑ";"Ä2";3;"12";"6";"25";"4";0;0;;0;;;;;;;;;;"5";;;23;79654;0;;;1
1395;21;1;"120800";80;"522";"14";"1";"21";23;4,00;1108;183;202000;"1";"ÑÍ";"Ä3";3;"9";"6";"25";"4";0;0;;0;;;;;;;;;;;;;24;79655;0;;;1
1396;21;1;"120800";80;"522";"14";"1";"21";24;2,00;1108;183;100200;"1";"ÊÈÑ";"Ä2";1;;"3";"29";"1";0;0;;0;;;;;;;;;;;;;23;79656;0;;;1
1397;21;1;"131802";80;"522";"14";"1";"21";2;4,00;1510;403;100200;"1";"ÊÈÑ";"Ä2";0;;"3";"29";;3285;0;;0;"100200";;;;;;;;;;;;23;79657;0;;;1
1398;21;1;"131802";80;"522";"14";"1";"21";3;2,00;1101;403;302600;"1";"ÊÈÑ";"Ä2";4;"5";"14";"35";"6";1435;20;;0;"100200";;;;;;;;;;;;23;79658;0;;;1
1399;21;1;"131802";80;"522";"14";"1";"21";4;25,00;1201;403;100100;"1";"ÊÈÑ";"Ñ2";0;;"1";"29";;0;0;;0;;;;;;;;;;;;;23;79659;0;;;1
1400;21;1;"131802";80;"522";"14";"1";"21";5;30,00;1108;403;202000;"1";"ÊÈÑ";"Ä2";3;"69";"6";"25";"4";0;0;;0;;;;;;;;;;;;;23;79660;0;;;1
1401;21;1;"131802";80;"522";"14";"1";"21";6;46,00;1101;373;202300;"1";"ÑÍ";"Ä3";3;"110";"8";"25";"4";0;0;"5";0;;;;;;;;;;"10";;;24;79661;0;;;1
1402;21;1;"131802";80;"522";"14";"1";"21";7;16,00;1108;0;202000;"1";"ÊÈÑ";"Ä2";3;"34";"6";"25";"4";0;0;;0;;;;;;;;;;;;;23;79662;0;;;1
1403;21;1;"131802";80;"522";"14";"1";"21";20;2,00;2310;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;79663;0;;;1
1404;21;1;"131802";81;"522";"14";"1";"21";1;85,00;1101;0;100100;"1À";"ÎÐ";"Â2";4;"264";"1";"29";"4";0;0;"5";0;;;;;;;;;;;;;22;79664;0;;;1
1405;21;1;"131802";81;"522";"14";"1";"21";2;27,00;1101;0;302600;"3";"ÄÌ";"À4";1;"4";"14";"35";"1";0;0;;0;"302600";;;;;;;;;;;;34;79665;0;;;1
1406;21;1;"131802";81;"522";"14";"1";"21";3;3,00;1108;0;100100;"1";"ÎÐ";"Â2";4;"10";"1";"29";"4";0;0;;0;;;;;;;;;;;;;9;79666;0;;;1
1407;21;1;"131802";81;"522";"14";"1";"21";4;17,00;1108;0;100100;"1";"ÎÐ";"Â2";3;"41";"1";"29";"3";0;0;;0;;;;;;;;;;;;;9;79667;0;;;1
1408;21;1;"131802";81;"522";"14";"1";"21";5;68,00;1108;0;100100;"1";"ÎÐ";"Â2";3;"184";"1";"29";"3";1435;15;"5";0;;;;;;;;;;;;;9;79668;0;;;1
1409;21;1;"131802";81;"522";"14";"1";"21";6;3,00;1101;0;100200;"1";"ÎÐ";"Ñ2";2;"4";"3";"29";"2";0;0;;0;;;;;;;;;;;;;22;79669;0;;;1
1410;21;1;"131802";81;"522";"14";"1";"21";7;7,00;1101;0;302600;"1";"ÎÐ";"Â2";1;"2";"14";"35";"1";0;0;;0;"100100";;;;;;;;;;;;9;79670;0;;;1
1411;21;1;"131802";81;"522";"14";"1";"21";8;3,00;1101;0;302600;"1";"ÎÐ";"Ñ2";1;"1";"14";"35";"1";0;0;;0;"100100";;;;;;;;;;;;9;79671;0;;;1
1412;21;1;"131802";81;"522";"14";"1";"21";9;5,00;1510;0;100100;"1";"ÎÐ";"Â2";0;;"1";"29";;3211;0;;0;"100100";;;;;;;;;;;;9;79672;0;;;1
1413;21;1;"131802";81;"522";"14";"1";"21";10;3,00;1108;0;100100;"1";"ÎÐ";"Â2";1;"1";"1";"29";"1";0;0;;0;;;;;;;;;;;;;9;79673;0;;;1
1414;21;1;"131802";81;"522";"14";"1";"21";11;15,00;1101;0;302600;"1À";"ÎÐ";"Â2";4;"39";"14";"35";"6";0;0;;0;"100100";;;;;;;;;;;;9;79674;0;;;1
1415;21;1;"131802";81;"522";"14";"1";"21";12;4,00;1101;0;302600;"2";"ÏÀÏ";"Ñ4";3;"4";"14";"35";"4";0;0;;0;;;;;;;;;;;;;31;79675;0;;;1
1416;21;1;"131802";81;"522";"14";"1";"21";13;7,00;1101;0;302600;"1";"×ÅÐ";"Ñ3";3;"11";"14";"35";"4";0;0;;0;"100200";;;;;;;;;;;;12;79676;0;;;1
1417;21;1;"131802";81;"522";"14";"1";"21";14;5,00;1101;0;100100;"1";"ÎÐ";"Â2";3;"14";"1";"29";"3";0;0;;0;;;;;;;;;;;;;9;79677;0;;;1
1418;21;1;"131802";81;"522";"14";"1";"21";15;17,00;1108;0;100100;"1";"ÎÐ";"Â2";4;"51";"1";"29";"4";0;0;;0;;;;;;;;;;;;;9;79678;0;;;1
1419;21;1;"131802";81;"522";"14";"1";"21";16;9,00;1101;0;100100;"1";"ÎÐ";"Â2";4;"32";"1";"29";"4";0;0;"5";0;;;;;;;;;;;;;9;79679;0;;;1
1420;21;1;"131802";81;"522";"14";"1";"21";17;2,00;1510;0;304110;"2";"ÒÀÂ";"Ñ4";0;;"16";"37";;3285;0;;0;"304110";;;;;;;;;;;;31;79680;0;;;1
1421;21;1;"131802";81;"522";"14";"1";"21";18;4,00;1101;0;302600;"1";"ÎÐ";"Ñ2";3;"5";"14";"35";"4";0;0;;0;"100100";;;;;;;;;;;;8;79681;0;;;1
1422;21;1;"131802";81;"522";"14";"1";"21";19;14,00;1108;0;100100;"1";"ÎÐ";"Â2";1;"4";"1";"29";"1";0;0;;0;;;;;;;;;;;;;9;79682;0;;;1
1423;21;1;"131802";81;"522";"14";"1";"21";20;28,00;1108;0;100100;"1";"ÎÐ";"Â2";3;"87";"1";"29";"3";1435;20;;0;;;;;;;;;;;;;8;79683;0;;;1
1424;21;1;"131802";81;"522";"14";"1";"21";21;3,00;1101;0;100100;"1";"×ÅÐ";"Â3";3;"8";"1";"29";"3";0;0;;0;;;;;;;;;;;;;13;79684;0;;;1
1425;21;1;"131802";81;"522";"14";"1";"21";22;23,00;1101;0;304110;"2";"ÒÀÂ";"Ñ4";4;"51";"16";"37";"5";0;0;"5";0;;;;;;;;;;;;;31;79685;0;;;1
1426;21;1;"131802";81;"522";"14";"1";"21";23;6,00;1510;0;304110;"2";"ÒÀÂ";"Ñ4";0;;"16";"37";;3285;0;;0;"304110";;;;;;;;;;;;31;79686;0;;;1
1427;21;1;"131802";81;"522";"14";"1";"21";24;1,00;2507;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;79687;0;;;1
1428;21;1;"131802";81;"522";"14";"1";"21";25;2,00;1101;0;100200;"1";"ÏÀÏ";"Ñ4";3;"6";"3";"29";"3";0;0;;0;;;;;;;;;;;;;30;79688;0;;;1
1429;21;1;"131802";81;"522";"14";"1";"21";26;4,00;1101;0;304110;"2";"ÒÀÂ";"Ñ4";5;"6";"16";"37";"6";0;0;;0;;;;;;;;;;;;;31;79689;0;;;1
1430;21;1;"131802";81;"522";"14";"1";"21";27;1,00;1101;62;304110;"2";"ÒÀÂ";"Ñ4";5;"2";"16";"37";"6";0;0;;0;;;;;;;;;;;;;31;79690;0;;;1
1431;21;1;"131802";81;"522";"14";"1";"21";28;1,00;1510;0;304110;"2";"ÒÀÂ";"Ñ4";0;;"16";"37";;3285;0;;0;"304110";;;;;;;;;;;;31;79691;0;;;1
1432;21;1;"131802";81;"522";"14";"1";"21";29;5,00;1510;62;304110;"2";"ÒÀÂ";"Ñ4";0;;"16";"37";;3285;0;;0;"304110";;;;;;;;;;;;31;79692;0;;;1
1433;21;1;"131802";81;"522";"14";"1";"21";30;4,00;1101;0;304110;"2";"ÒÀÂ";"Ñ4";2;"2";"16";"37";"2";0;0;;0;;;;;;;;;;;;;31;79693;0;;;1
1434;21;1;"131802";81;"522";"14";"1";"21";31;3,00;1101;62;304110;"2";"ÒÀÂ";"Ñ4";2;"2";"16";"37";"2";0;0;;0;;;;;;;;;;;;;31;79694;0;;;1
1435;21;1;"131802";81;"522";"14";"1";"21";32;2,00;2507;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;79695;0;;;1
1436;21;1;"131802";81;"522";"14";"1";"21";33;3,00;2305;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;79696;0;;;1
1437;21;1;"131802";81;"522";"14";"1";"21";34;4,00;2310;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;79697;0;;;1
1438;21;1;"131802";81;"522";"14";"1";"21";35;1,00;1101;0;302600;"1";"ÎÐ";"Â2";1;;"14";"35";"1";0;0;;0;"100100";;;;;;;;;;;;9;79698;0;;;1
1439;21;1;"131802";81;"522";"14";"1";"21";36;31,00;1108;0;100100;"1";"ÎÐ";"Â2";3;"84";"1";"29";"3";1435;15;"5";0;;;;;;;;;;;;;9;79699;0;;;1
1440;21;1;"131802";81;"522";"14";"1";"21";37;12,00;1101;0;302600;"3";"ÄÌ";"À4";1;"2";"14";"35";"1";0;0;;0;"302600";;;;;;;;;;;;34;79700;0;;;1
1441;21;1;"131802";81;"522";"14";"1";"21";38;7,00;1101;0;302600;"2";"ÏÀÏ";"Ñ4";3;"8";"14";"35";"4";0;0;;0;;;;;;;;;;;;;31;79701;0;;;1
1442;21;1;"131802";81;"522";"14";"1";"21";39;19,00;1101;0;100100;"1À";"ÎÐ";"Â2";4;"59";"1";"29";"4";0;0;"5";0;;;;;;;;;;;;;22;79702;0;;;1
1443;21;1;"131802";81;"522";"14";"1";"21";40;1,00;2305;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;79703;0;;;1
1444;21;1;"131802";82;"522";"14";"1";"21";1;9,00;1108;0;100100;"1";"ÌØ";"À2";3;"31";"1";"29";"3";1435;25;"5";0;;;;;;;;;;;;;7;79704;0;;;1
1445;21;1;"131802";82;"522";"14";"1";"21";2;5,00;1108;403;100100;"1";"ÌØ";"À2";3;"17";"1";"29";"3";1435;25;"5";0;;;;;;;;;;;;;7;79705;0;;;1
1446;21;1;"131802";82;"522";"14";"1";"21";3;4,00;1101;403;100100;"1";"ÌØ";"À2";4;"12";"1";"29";"4";0;0;"5";0;;;;;;;;;;;;;7;79706;0;;;1
1447;21;1;"131802";82;"522";"14";"1";"21";4;7,00;1108;403;100100;"1";"ÌØ";"À2";1;"4";"1";"29";"1";1425;20;;0;;;;;;;;;;;;;7;79707;0;;;1
1448;21;1;"131802";82;"522";"14";"1";"21";5;2,00;1101;403;100100;"1";"ÎÐ";"Â2";1;"1";"1";"29";"1";0;0;;0;;;;;;;;;;;;;9;79708;0;;;1
